[0.00-2.88] 哈喽开始直播
[5775.40-5778.56] 你住进了加拿大这样的医院
[5778.56-5780.12] 加拿大这样白左医院
[5780.12-5782.24] 一切都护工都给你照顾好
[5782.24-5784.44] 但是你有家人环绕
[5784.44-5790.12] 每天来看你和没有是完全不一样的
[5790.12-5792.32] 就是人无远虑必有近忧
[5792.32-5793.28] 当你到那一天
[5793.28-5795.88] 你就知道我在说什么了
[5795.88-5798.36] 你今天骨头长上了一个缝
[5798.36-5800.24] 明天骨头长上了一个缝
[5800.24-5801.56] 然后你儿子
[5801.56-5804.20] 你女儿你老伴过来为你鼓掌
[5804.20-5805.16] 给你献花
[5805.40-5807.00] 然后鼓励你
[5807.00-5810.96] 你就会觉得你结婚结队了
[5810.96-5812.36] 为什么
[5812.36-5814.40] 就这一个刹那就结队了
[5814.40-5815.88] 否则的话
[5815.88-5817.80] 你他妈的孤老终生了
[5817.80-5819.04] 你爱死不死
[5819.04-5821.44] 护工虽然给你挂着职业校
[5821.44-5822.68] 但你也知道你死了
[5822.68-5826.04] 人家最多也就是他好惨
[5826.04-5827.84] 跟路边一个狗死了
[5827.84-5829.80] 那个伤心程度差不多
[5829.80-5832.16] 就看到一个流浪犬
[5832.16-5833.04] 他好可爱
[5833.04-5834.60] 他被汽车撞死了
[5834.60-5835.00] 好惨
[5835.40-5841.00] 这个护工小妹妹流泪的程度差不多
[5841.00-5843.40] 所以人在最牛逼的时候
[5843.40-5845.12] 最繁华的时候
[5845.12-5846.44] 繁花似锦的时候
[5846.44-5848.44] 你当然不会觉得这有什么
[5848.44-5851.44] 我自己人活到自己孤独的时候
[5851.44-5852.48] 是最幸福的
[5852.48-5853.40] 就是马云吹牛逼
[5853.40-5855.44] 马云人活到没有朋友
[5855.44-5856.08] 他最幸福
[5856.08-5858.36] 那是因为你妈那时候马云三四十岁
[5858.36-5860.24] 40来岁最爽的时候
[5860.24-5863.32] 等马云马云傻逼到80岁的时候
[5863.32-5864.24] 90岁的时候
[5864.24-5865.24] 你看他还那么吹牛逼吗
[5865.40-5866.64] 他不那么吹牛逼
[5866.64-5867.92] 那个时候他需要家人
[5867.92-5869.56] 那个时候他需要真正的朋友
[5869.56-5872.84] 所以人终归是社会动物
[5872.84-5874.12] 明白吧
[5874.12-5875.84] 不是为了爱育
[5875.84-5876.84] 也不是为了孩子
[5876.84-5878.56] 是为了自己傻逼了的时候
[5878.56-5881.00] 因为你的肉体和你的精神都会傻逼
[5881.00-5882.60] 你看我今天明白到的
[5882.60-5884.12] 80多岁的时候也傻逼了
[5884.12-5886.84] 没准也是跟里根总统一样
[5886.84-5887.80] 老年痴呆症
[5887.80-5888.84] 谁也不认识了
[5888.84-5892.16] 这个时候你需要
[5892.16-5894.52] 你又像孩子一样了
[5894.52-5895.36] 就是
[5895.40-5896.60] 你就明白了吧
[5896.60-5899.28] 你如果考虑一个五六岁的孩子
[5899.28-5900.12] 需不需要家长
[5900.12-5902.40] 你他们一分钟都不会怀疑
[5902.40-5903.96] 他需要家长
[5903.96-5904.36] 为什么
[5904.36-5905.52] 因为他太小了
[5905.52-5906.48] 五六岁七八岁
[5906.48-5909.52] 他当然需要成年人保护他了
[5909.52-5912.60] 你看你80岁的孩子跟八岁孩子是一样的
[5912.60-5914.80] 所以你80岁90岁的时候
[5914.80-5915.68] 你又回去了
[5915.68-5917.24] 到90岁等于5岁
[5917.24-5918.36] 80岁等于8岁
[5918.36-5920.48] 100岁的时候可能等于3岁
[5920.48-5922.40] 你这必须有人照顾
[5922.40-5925.28] 靠社会目前还是不能完全实现的
[5925.40-5929.08] 你可别相信靠社会
[5929.08-5930.68] 你看这帮贩尊
[5930.68-5932.28] 你看李春华
[5932.28-5933.72] 那是靠社会的
[5933.72-5934.52] 李春华
[5934.52-5937.78] 迈克尔杰克逊
[5937.78-5940.30] 球王贝利
[5940.30-5941.98] 不是马拉多纳
[5941.98-5943.18] 全是他妈
[5943.18-5947.02] 最后身边这些护工团队联合起来害死他
[5947.02-5948.06] 为什么
[5948.06-5949.58] 就没有一个正常的家庭吗
[5949.58-5951.94] 子女不跟子女来往
[5951.94-5953.42] 马拉多纳有子女
[5953.42-5954.70] 不跟子女来往
[5954.70-5955.50] 过毒了
[5955.50-5956.18] 我社会人
[5956.18-5957.02] 我有的是钱
[5957.06-5958.10] 你聪明的时候
[5958.10-5959.18] 你健康的时候
[5959.18-5960.38] 什么都是正常的
[5960.38-5961.42] 你一旦衰老
[5961.42-5963.18] 跟着你的这帮人就会变成狼
[5963.18-5963.98] 把你吃掉
[5963.98-5965.26] 好了
[5965.26-5968.02] 总结一下
[5968.02-5968.86] 觉得身体不行了
[5968.86-5969.58] 就早点死
[5969.58-5970.94] 这个是
[5970.94-5973.14] 那叫不是那叫福报
[5973.14-5974.34] 不是每个人都有的
[5974.34-5975.82] 好了
[5975.82-5979.50] 恳求老王哥给我一些宝贵的人生建议
[5979.50-5981.66] 我给你人生建议
[5981.66-5984.10] 就是尽快找个靠谱的结婚
[5984.10-5985.14] 你这个傻逼不靠谱
[5985.14-5985.86] 别跟他折了
[5985.86-5986.18] 啊
[5986.18-5988.30] 实在不行
[5988.30-5989.42] 你就挣点钱
[5989.42-5991.06] 你要在美国洛杉矶
[5991.06-5992.34] 你想退休
[5992.34-5993.90] 单亲妈妈养孩子
[5993.90-5996.34] 那你至少得攒个
[5996.34-5999.50] 我觉得你至少得有个100万美元存款
[5999.50-6004.02] 你才能够把两个孩子或者一个孩子
[6004.02-6006.18] 放心的拉扯大
[6006.18-6009.34] 如果你有100万美元的存款
[6009.34-6010.54] 那你不用找男的
[6010.54-6011.26] 你赶紧生
[6011.26-6012.26] 越早越好
[6012.26-6013.18] 因为孩子长大了
[6013.18-6014.58] 你还没老
[6014.58-6015.06] 这样的话
[6015.06-6016.14] 你做个好妈妈
[6016.18-6017.66] 孩子们会围绕着你转的
[6017.66-6017.94] 啊
[6017.94-6019.50] 这将来他们会保护你的
[6020.94-6021.90] 嗯
[6023.06-6023.22] 啊
[6023.22-6023.38] 对
[6023.38-6023.86] 李春平
[6023.86-6024.46] 我说的是谁
[6024.46-6025.70] 我说的不是李春平吗
[6026.30-6026.58] 啊
[6026.58-6027.18] 齐桓公
[6027.18-6027.86] 对
[6027.86-6028.38] 西方公
[6028.38-6028.86] 李春平
[6028.86-6029.54] 都是这样
[6031.02-6031.78] 我的故事
[6031.78-6033.94] 希望别的教友引以为戒啊
[6033.94-6035.58] 下一个又是一个故事啊
[6035.94-6036.98] 老王你好
[6036.98-6040.66] 我8年前半年前发现你的宝宝藏频道啊
[6040.66-6041.58] 一发不可收拾
[6041.58-6044.98] 我叫苏呃2005年
[6044.98-6046.06] 从国内一所211
[6046.06-6047.18] 大学毕业后
[6047.18-6048.74] 到澳洲读研啊
[6048.74-6049.98] 并留在这里
[6049.98-6051.42] 然后结婚啊
[6051.42-6052.62] 我们在这里安了家
[6052.62-6054.58] 婚后有两个孩子
[6054.58-6057.66] 大女儿在两岁的时候被诊断为自闭症啊
[6057.66-6060.14] 这对我们的家庭是个巨大的打击
[6060.14-6062.02] 我老公的家庭出身贫困
[6062.02-6063.26] 家族结构复杂
[6063.26-6064.54] 爷爷早逝
[6064.54-6065.86] 奶奶为了养孩子
[6065.86-6070.38] 找了一个上门的二爷爷来维持家庭啊
[6070.38-6072.46] 这就是再婚了吗
[6072.46-6073.06] 呃
[6073.06-6074.74] 他的大姐啊
[6074.74-6075.82] 被认作二爷爷啊
[6075.82-6077.62] 二爷爷的孙子
[6077.62-6078.62] 谁的大姐
[6078.62-6080.18] 别人二爷爷的孙子啊
[6080.18-6081.82] 就是他老公的大姐啊
[6081.82-6083.50] 为了传宗接代
[6083.50-6085.30] 招了上门女婿
[6085.30-6087.90] 而我老公依然随亲爷爷的姓
[6087.90-6091.50] 这样的背景让家庭关系本就错综复杂啊
[6091.50-6093.62] 随后婚后在经济上
[6093.62-6095.02] 我承担了大部分压力
[6095.02-6096.66] 车是我婚前买的
[6096.66-6098.10] 房子虽然是婚后买的
[6098.10-6100.90] 但主要是我的婚前存款
[6100.90-6102.34] 老公虽然也有分担
[6102.34-6104.02] 但整体之处在我
[6104.02-6104.94] 结婚以后
[6104.94-6106.90] 我不仅承担了公婆的生活费
[6106.90-6108.94] 还帮着他两个姐姐不少
[6108.94-6111.06] 累计至少有百万人民币了
[6111.06-6113.90] 矛盾爆发在我二胎临近生产时
[6113.90-6115.38] 公婆来澳洲
[6115.38-6116.50] 呃
[6116.50-6118.26] 原本是为了帮我做月子
[6118.26-6120.18] 却在关键时刻提出
[6120.18-6122.34] 让我出钱为孙子盖房
[6122.34-6124.54] 否则就不帮我照顾孩子了
[6124.54-6126.42] 立刻改签机票回国
[6126.42-6127.94] 那时我们公司刚起步
[6127.94-6129.18] 资金紧张
[6129.18-6131.82] 大女儿因为自闭症又需要干预治疗
[6131.82-6134.42] 我和老公坚决拒绝后
[6134.42-6134.90] 我婆婆
[6134.90-6135.98] 大闹一场
[6135.98-6137.70] 甚至以极端方式施压
[6137.70-6139.26] 我操要自杀是吧
[6139.26-6140.66] 那寻思蜜活的啊
[6140.66-6142.46] 墙上扔套了啊
[6142.46-6143.74] 最终老公坚持立场
[6143.74-6144.66] 但从那以后
[6144.66-6147.38] 公婆对我母亲心怀怨恨
[6147.38-6149.06] 他们觉得我老公对他们不好
[6149.06-6150.58] 都是我妈教的
[6150.58-6151.46] 就是姥姥也在
[6151.46-6152.14] 姥姥也在
[6152.14-6154.74] 你要是爷奶奶告照顾什么月子
[6154.74-6156.38] 你他妈要
[6156.38-6158.66] 你有点基础常识吗
[6158.66-6159.46] 姥姥也在
[6159.46-6160.86] 爷奶奶来必打无疑啊
[6160.86-6161.74] 这他妈
[6161.74-6162.98] 这这这
[6162.98-6163.98] 一山不容二虎
[6163.98-6164.78] 这这二
[6164.78-6167.26] 你这三个虎跑一起乱死了
[6167.26-6169.86] 就类似的事情不断发生啊
[6169.86-6172.10] 老公家什么在婚礼
[6172.10-6172.54] 彩礼
[6172.54-6173.74] 孩子上大学
[6173.74-6174.42] 电脑
[6174.42-6174.94] 生活费
[6174.94-6177.86] 一切问题都把账算到我们身上啊
[6177.86-6181.74] 然后甚至连公婆在中国银行开的汇款卡
[6181.74-6183.66] 也被他大姐拿走
[6183.66-6185.42] 把我们每个月寄回的钱
[6185.42-6187.74] 挪作他自己孩子开销啊
[6187.74-6191.34] 所有这些要求都伴随着公婆的电话信息
[6191.34-6192.58] 轰炸和孝顺
[6192.58-6194.74] 以及懂事的道德绑架
[6194.74-6194.78] 啊
[6194.78-6195.90] 在公婆眼里
[6195.90-6197.82] 一切责任都在我老我老公啊
[6197.82-6199.18] 他不孝之子吗
[6199.18-6200.58] 那必须的啊
[6200.58-6204.14] 那中国那些老家伙们可能可会道德绑架了
[6204.14-6207.94] 他们甚至要求我老公把所有的收入都交给他们直接管理
[6207.94-6209.82] 认为这才是个孝顺的儿子
[6209.82-6211.06] 被我们拒绝后
[6211.06-6213.46] 他们始终觉得我老公是做错了
[6213.46-6214.50] 为什么不帮自己
[6214.50-6215.58] 不帮自己的姐姐呢
[6215.58-6217.18] 为什么不继续出钱
[6217.18-6218.14] 所有的不孝啊
[6218.14-6221.22] 不懂事这种话都从他们口中说了出来啊
[6221.22-6224.18] 那你老公关键他也是他也是受用啊
[6224.18-6224.58] 就是
[6224.58-6226.38] 如果你老公是个铜铁佛爷
[6226.38-6227.14] 他们就不说了
[6227.14-6229.58] 关键人一说你老公还真就难受了
[6229.58-6231.10] 所以一个怨打一个怨爱
[6231.10-6233.02] 这奇葩成对出现了
[6233.02-6234.74] 这也不怪啊
[6234.74-6235.58] 你公婆婆
[6236.86-6237.78] 老公常说
[6237.78-6240.02] 他觉得大姐和姐夫心术不正
[6240.02-6241.30] 如果不给钱
[6241.30-6242.98] 他们会在背后诅咒我们
[6242.98-6245.66] 甚至会做一些玄学的事来破坏我们
[6245.66-6246.62] 出于这种担忧
[6246.62-6250.50] 他最近特意把祖宗牌位送到墨尔本的一座寺庙供奉
[6250.50-6251.62] 希望借此挡灾
[6251.62-6253.98] 老王有没有玄学的建议为我们挡下灾
[6253.98-6254.26] 啥
[6254.26-6254.54] 基本
[6254.54-6254.74] 人呢
[6254.74-6259.58] 你们就你们这样还都是学了大学的吗
[6259.58-6262.26] 那么这我还没听错
[6262.26-6265.22] 这个姐姐姐夫应该是在中国农村里吧
[6265.22-6265.62] 卧槽
[6265.62-6267.42] 他们能他妈的请来玄学高人
[6267.42-6271.10] 把远在澳洲墨尔本的你们都给他妈的收拾了
[6271.10-6271.42] 卧槽
[6271.42-6274.98] 那你也太高看他们了
[6274.98-6275.70] 我跟你们讲
[6275.70-6278.62] 他们的法律都出不了家门口50里
[6278.62-6279.46] 懂吗
[6279.46-6281.66] 那城隍地界他都出不去
[6281.66-6283.50] 就他们那个几把穷地方
[6283.50-6284.22] 就这个认知水
[6284.22-6286.78] 他能隔空戳死你
[6286.78-6288.02] 连王林都戳不死
[6288.02-6292.18] 他司马南他们还能说你老公是个神经病
[6292.18-6298.14] 你老公你看各位就是包括这些挺优秀的女士
[6298.14-6299.50] 我跟你们讲
[6299.50-6301.02] 我跟你们一定结婚
[6301.02-6302.98] 生孩子是必要的
[6302.98-6305.74] 自由卵看好谁的精子就去买
[6305.74-6308.98] 是看好什么人种的精子就去买
[6308.98-6311.46] 生出来的孩子又好又健康
[6311.46-6313.38] 你跟这种傻逼生什么孩子
[6313.38-6313.50] 呀
[6313.50-6314.18] 你跟这种傻逼
[6314.18-6317.10] 生孩子不是在给你捡全是减分项
[6317.10-6318.10] 就是他妈的
[6318.10-6321.02] 你要是队友组队踢球
[6321.02-6321.82] 这就是个猪
[6321.82-6322.58] 我操
[6322.58-6323.98] 他往自己球门里边灌
[6323.98-6324.22] 我操
[6324.22-6328.30] 你他累死你双倍的能量和他妈的精神力
[6328.30-6329.58] 你也赢不了这一场球了
[6329.58-6331.70] 所以你就记住这些女孩子们
[6331.70-6333.22] 千万别找这种傻逼
[6333.22-6335.78] 这是女孩上架是对的
[6335.78-6339.90] 他如果他至少不是说人生帮助你提升你的维度
[6339.90-6341.46] 至少是别往后拽你
[6341.46-6343.46] 还他妈把自己的组排位
[6343.46-6345.94] 放到了什么澳洲的什么寺庙里供起来了
[6345.94-6346.70] 我操
[6346.70-6348.18] 真的就是说怎么去
[6348.18-6348.86] 哎呦操
[6350.42-6354.02] 傻逼总是成成成家族出现的
[6354.02-6354.66] 不光成对
[6354.66-6357.86] 就是那个在中国我鸽空戳死你
[6357.86-6359.62] 然后这个就是特别配合的
[6359.62-6359.94] 哎呀
[6359.94-6360.50] 好疼
[6360.50-6361.82] 就是我操
[6361.82-6369.54] 我也佩服佩服我们奥斯卡的就欠咱们全村影帝的
[6369.54-6370.46] 这些年来
[6371.34-6372.30] 哎
[6372.30-6372.90] 没电了
[6372.90-6373.42] 胡说
[6374.90-6375.98] 没声了
[6376.86-6377.98] 一派胡言
[6379.90-6381.54] 怎么没没声了
[6381.54-6381.90] 呀
[6383.46-6384.38] 挺好的吗
[6389.42-6389.70] 哎
[6389.70-6390.62] 真的是啊
[6392.46-6393.10] 哎
[6393.10-6394.02] 为什么
[6397.54-6397.90] 哎
[6397.90-6399.06] 为什么卡了呢
[6399.06-6402.94] 我好毫毫无理由啊
[6402.94-6404.26] 也没有丢针啊
[6406.31-6407.11] 嘿
[6411.50-6412.34] 哎
[6412.58-6416.50] 哎
[6416.78-6418.54] 笔记本电脑需要充电了
[6419.30-6420.94] 一一有可能了
[6421.18-6422.22] 我参加面试
[6427.52-6428.64] 好了没有
[6430.64-6431.52] 好了没有
[6431.52-6432.80] 好了没有
[6432.80-6437.04] 其实就是中国共产党为了对付我啊
[6437.04-6438.80] 习近平为了对付我
[6438.80-6442.16] 组织个专门的班子对付我的声卡
[6442.16-6465.02] 喂还真的是时短时序时序
[6465.02-6467.46] 呃我是完全不知道为什么
[6467.46-6476.49] 嘿什么时候开始的
[6476.49-6482.56] 没道理啊
[6482.56-6487.52] 呃现在有声音了吗
[6487.52-6489.48] 我现在开始持续说
[6489.48-6491.20] 有声音了吗
[6491.20-6492.24] 为什么
[6492.24-6492.96] 为
[6492.96-6493.76] 为什么啊
[6493.88-6494.72] 为什么
[6494.72-6498.90] 我没动任何东西啊
[6498.90-6504.06] 我没动任何东西啊
[6504.06-6505.62] 嗯
[6505.62-6509.14] 我没动任何东西怎么回事
[6509.14-6511.10] 好了吗
[6511.10-6513.94] 好了吗
[6513.94-6523.24] 哎
[6523.24-6524.20] 真的没声音
[6524.20-6528.36] 好吧
[6528.36-6530.12] 那我们正常说话试试啊
[6530.12-6533.36] 这个哎呀
[6533.36-6536.12] 精彩的没没听到不可能啊
[6536.12-6537.64] 操这没道理啊
[6537.64-6538.16] 啊
[6538.16-6538.96] 我不知道为什么啊
[6538.96-6540.16] 没我没碰啊
[6540.16-6541.32] 所以
[6541.52-6542.40] 哎呀
[6542.44-6542.76] 哎呀
[6542.76-6543.92] 我们就
[6543.92-6552.08] 然后这些年来无休止的索取和压力让老公心力交交脆啊
[6552.08-6553.00] 啊
[6553.00-6555.68] 人家问题有一半出在他自己身上啊
[6555.68-6558.04] 就是你不信啊
[6558.04-6559.64] 就是见惯不怪
[6559.64-6561.08] 奇怪自败啊
[6561.08-6562.56] 见惯不怪
[6562.56-6563.60] 奇怪自败啊
[6563.60-6567.08] 你老公自己老是过不起自己的心魔啊啊
[6567.08-6568.32] 他才出这个问题
[6568.32-6570.28] 所以无休止的索取和压力啊
[6570.28-6570.68] 哦
[6570.68-6570.84] 哦
[6570.84-6571.08] 哦
[6571.08-6571.20] 哦
[6571.20-6571.32] 哦
[6571.32-6571.68] 哦
[6571.68-6572.28] 哦
[6572.28-6573.76] 压力让我老公心里焦脆
[6573.76-6576.12] 如今他已经不愿意再回国见父母
[6576.52-6577.28] 这就对了
[6577.28-6578.72] 回国干干鸡巴毛
[6579.00-6579.60] 冷一冷
[6579.76-6581.28] 冷个三年五年再说
[6582.40-6585.16] 而我也决定不再掺和他们的家族矛盾
[6585.16-6586.00] 你可别掺和
[6586.00-6586.92] 那是个屎坑
[6587.12-6587.96] 你去屎坑里游泳
[6588.68-6590.60] 他要供养父母是他的责任
[6590.60-6591.44] 但除此之外
[6591.44-6594.28] 我坚决不希望再给其他人
[6594.36-6595.96] 任何额外的支出
[6596.20-6597.68] 这么供养父母
[6597.80-6599.72] 这个词的好奇怪
[6599.84-6601.72] 人为什么要别人供养自己
[6602.28-6603.64] 你是活佛吗
[6604.12-6607.32] 只有活佛和和尚才需要供养自己
[6607.32-6609.16] 因为他不从事体力劳动
[6609.80-6611.20] 你他妈的一个正常人
[6611.20-6612.36] 你自己不供养自己吗
[6612.36-6613.52] 你自己不攒点钱
[6613.52-6614.60] 防止你养老吗
[6614.60-6616.32] 所以这好奇怪的
[6616.48-6617.40] 什么供养父母
[6617.40-6619.64] 这种观念都是极其傻逼的
[6621.44-6622.60] 但除此之外
[6622.88-6624.28] 我坚决不再给其他人
[6624.28-6625.60] 任何额外的支出
[6625.72-6626.56] 更重要的是
[6626.56-6628.52] 这些经历让我有了深刻的感悟
[6629.56-6632.24] 我必须让后代远离贫困家庭的
[6632.28-6633.12] 圈子
[6633.16-6634.80] 把孩子送去私校
[6634.84-6636.68] 筛选孩子的朋友圈
[6636.72-6638.76] 从小避开穷人同学
[6638.80-6641.68] 避免他受到类似的牵扯和影响
[6641.72-6643.84] 我不希望孩子将来重蹈覆辙
[6643.84-6645.32] 因为我已经看清
[6645.36-6647.48] 穷人的家庭往往充满矛盾
[6647.48-6649.36] 纷争和无休止的索取
[6649.40-6650.88] 我希望孩子能有个单纯
[6650.88-6652.12] 健康积极的人生
[6652.12-6653.08] 那也不一定
[6653.64-6655.24] 这跟私校
[6656.36-6656.88] 私校
[6656.88-6657.32] 我告诉你
[6657.32-6658.76] 富人有富人的问题
[6658.92-6660.28] 私校的问题一点都不少
[6660.28-6661.20] 你不要从一个极端
[6661.20-6662.24] 跑到另一个极端
[6662.28-6663.80] 我也看明白了
[6663.80-6664.76] 就是你老公不正常
[6664.76-6665.92] 我觉得你也不太正常
[6666.16-6668.28] 你们俩都不太正常
[6669.32-6670.76] 凡事不能太极端
[6671.20-6673.24] 因为你们你们的响应
[6673.24-6674.32] 太他们的敏感了
[6674.32-6676.80] 所以怎么讲
[6676.80-6677.48] 老出现
[6678.84-6679.64] 你要是搞物理
[6679.64-6679.96] 你就知道
[6679.96-6681.28] 响应不能太敏感
[6682.44-6689.60] 自己要缩小自己的所谓的反馈
[6689.80-6692.24] 如果对方给你一个一反馈
[6692.28-6695.24] 那你要回你要返回的反馈
[6695.24-6696.68] 最好是0.2
[6696.68-6697.64] 0.3
[6698.08-6700.64] 然后他再回过来
[6701.20-6701.88] 0.2
[6701.88-6702.88] 0.3的0.2
[6702.88-6703.36] 0.3
[6703.36-6704.20] 这儿就没了
[6704.20-6705.16] 就是大事化小
[6705.16-6706.00] 小事化无
[6706.00-6709.24] 这是正常的这种负能量的这种反馈
[6709.24-6711.32] 你们家的问题就是负能量反馈
[6711.32-6712.12] 都是什么1比1
[6712.12-6713.04] 甚至1比2的
[6713.04-6714.04] 那你这个
[6714.80-6717.32] 那不停的出现那种叫自积
[6717.36-6718.56] 就是那个喇叭
[6718.56-6719.28] 小时候那喇叭
[6719.28-6720.16] 喂
[6720.16-6721.96] 操场上的喇叭
[6721.96-6723.44] 操场上的同学们注意了
[6723.44-6725.28] 在操场同学注意了
[6725.28-6727.92] 就是这种情况
[6728.20-6729.24] 反馈越来越大
[6729.24-6730.28] 最后失控
[6732.20-6733.32] 好了
[6733.68-6735.64] 墙内退出再进来就正常了
[6735.88-6737.08] 对这跟我没关系
[6737.24-6738.16] 这跟我没关系
[6738.16-6740.80] 刚才可能是因为连接出了问题
[6745.57-6747.21] 有一个哥们老说听不见
[6747.21-6750.09] 被仰望星空静音了600秒
[6750.09-6750.57] 好了
[6751.89-6753.89] 说退出去再进来就可以了
[6753.89-6754.41] 好
[6755.29-6758.69] 杭州一切正常
[6758.69-6759.17] 好了
[6759.17-6760.17] 行了
[6761.45-6765.69] 然后就是一些就俩小时了
[6765.93-6767.61] 我那么老潮史
[6767.61-6768.69] 我最近老潮史
[6769.13-6770.41] 那内容太多了
[6770.61-6771.41] 今天先这样
[6774.17-6776.41] 红通也读不了了
[6777.41-6781.05] 翟山英的迪拜小女友
[6781.69-6783.65] 也读不了了
[6783.65-6784.29] 翟山英的迪拜小女友也读不了了
[6784.29-6784.65] 翟山英的迪拜小女友也读不了了
[6784.65-6784.81] 翟山英的迪拜小女友也读不了了
[6784.81-6785.25] 翟山英的迪拜小女友也读不了了
[6785.29-6786.49] 一百小女友来信了
[6787.41-6789.21] 王叔我赚零花钱
[6789.21-6791.53] 从滑铁路接机一对父子去多伦多
[6791.53-6793.29] 他问我如何走线去美国
[6793.53-6794.77] 三次拒签美国
[6794.77-6797.57] 国内被央企三角债4年多
[6797.57-6798.53] 房子跌一半
[6798.81-6800.53] 这次来就是为了走线去美国
[6800.53-6801.61] 大家有什么建议吗
[6801.61-6803.05] 我给的建议是别去美国了
[6803.05-6804.85] 川普在不是去送送死吗
[6809.61-6810.37] 谁知道
[6811.05-6811.85] 我也不知道
[6813.01-6814.09] 他愿意去美国
[6814.09-6815.29] 你党他大干什么
[6815.29-6816.41] 你不是精神病吗
[6816.57-6816.93] 这是谁
[6816.93-6817.41] 我说
[6820.10-6820.82] 瑞斯宾
[6820.82-6822.34] 瑞斯宾人家愿意去美国
[6822.34-6822.82] 你
[6823.66-6826.74] 你人家人家能不知道美国什么情况吗
[6826.74-6828.14] 肯定早就研究明白了
[6829.02-6829.74] 那就走过去
[6831.62-6832.06] 好了
[6832.42-6832.94] 好了
[6833.38-6835.14] 教主祝我明天每天顺利通过
[6835.14-6835.34] 好
[6835.34-6836.38] 祝你明天
[6836.70-6837.54] 每天
[6837.74-6838.58] 顺利通过
[6839.98-6840.54] 好了
[6840.54-6841.58] 我们接着聊
[6841.74-6842.38] 接着聊
[6870.43-6872.99] 我跟你念念翟山英的情况
[6873.19-6875.43] 王哥您好
[6875.43-6880.07] 我是翟山英迪拜小女友陈海琳的同学
[6880.07-6881.15] 初中同学
[6881.15-6884.87] 我给你更正一下
[6884.87-6889.19] 陈海琳那个林是森林的林
[6889.19-6891.47] 这个女孩的名字是个男人的名字
[6891.47-6893.23] 陈海琳大海的海
[6893.23-6894.31] 森林的林
[6894.31-6896.47] 翟山英的女朋友叫陈海琳
[6896.47-6898.31] 林是森林的林
[6898.31-6900.47] 因为他初中同学给我发信了
[6900.47-6901.87] 王哥您好
[6901.87-6903.15] 我是来自某某某的女朋友
[6903.19-6905.31] 某某地的拿姓叫准教友
[6905.31-6907.55] 我最近看了您的节目中
[6907.55-6909.47] 提到了翟山英的迪拜小女友
[6909.47-6910.91] 98年的陈海琳
[6910.91-6912.75] 我们是初中的同学
[6912.75-6915.23] 她的样貌变化特别大
[6915.23-6916.95] 应该是深度整容
[6918.31-6921.11] 我在朋友圈中随便发一些照片
[6921.11-6922.39] 就可以印证
[6922.39-6924.75] 我都看了
[6924.91-6926.63] 我证实她是深度整容
[6926.71-6928.23] 咱们就不用扒这些东西了
[6928.47-6930.23] 初中的时候
[6930.23-6932.47] 她的前额额头很短的
[6933.19-6934.23] 这是额头大辈头
[6934.23-6938.35] 头发经常长成卷发
[6938.35-6940.59] 她的成长背景很艰难
[6940.59-6942.67] 爸爸妈妈从小离异
[6942.67-6945.15] 小时候一直跟着爷爷奶奶
[6945.15-6947.35] 后面经常看到她的朋友圈
[6947.35-6948.19] 不是在迪拜
[6948.19-6949.55] 就是在英国
[6949.55-6951.39] 或者去其他国家旅游
[6951.39-6952.39] 因为都在海外
[6952.39-6955.23] 所以不念了
[6955.23-6957.15] 再念人家能猜出来她是谁了
[6957.15-6959.63] 总之就是这个世界很小
[6959.63-6960.87] 千万别干坏事
[6960.87-6962.31] 否则的话你就知道了
[6963.19-6966.03] 然后陈海琳我说我跟她是回
[6966.03-6966.67] 我说陈海琳
[6966.67-6969.55] 如果要是需要王叔帮你出头
[6969.91-6972.31] 翟山英对你始乱终弃骗你了
[6972.59-6973.83] 你就跟我爆料
[6974.07-6975.15] 我一定配合你
[6975.43-6978.47] 给你帮你把翟山英给弄出来
[6978.47-6979.99] 好嘞
[6981.47-6982.91] 红通人员来信
[6983.15-6985.11] 红通人员来信很重要
[6985.11-6985.75] 很重要
[6986.35-6987.27] 你好教主
[6987.27-6988.19] 我叫某某某
[6988.19-6990.87] 现在西班牙是某某某地
[6990.87-6991.95] 某某某世人
[6991.95-6993.03] 我是个小企业人
[6993.03-6993.99] 我是个企业主
[6993.99-6997.51] 因在国内撸贷490万元未还
[6997.51-6999.15] 按银行贷款诈骗罪
[6999.15-7002.03] 现在被红通要解递回国
[7002.03-7004.83] 可能会判10年以上徒刑
[7004.83-7006.63] 我现在的要求需求是
[7006.63-7009.35] 一通过您告诉广大信徒
[7009.35-7012.11] 国内一个县区级的办案单位
[7012.11-7014.11] 就可以发红通
[7014.11-7017.59] 有点事的人千万不要待在欧洲
[7017.59-7020.51] 阔胡律师告诉我年初的时候
[7020.51-7021.71] 西班牙律师啊
[7021.71-7024.35] 一个河南的女同志
[7024.35-7027.19] 因欠了40万元信用卡未还
[7027.19-7030.47] 就在西班牙被红通遣返回了中国
[7030.47-7033.31] 呃不是你有期视频上说
[7033.31-7035.95] 必须是大案要案才能上红通吗
[7035.95-7037.63] 我就是看了您那一期视频
[7037.63-7039.19] 才觉得自己没有事
[7039.19-7041.15] 从美国回西班牙被抓了
[7041.15-7042.51] 现在为取保状态
[7042.51-7042.83] 哎呀
[7042.83-7043.71] 这还怪我了
